,time_period,index,Rank_F6M
2759,2005_2,2005_2_ct7dv1dp,344
2760,2005_2,2005_2_r5cyz784,299
2761,2005_2,2005_2_h1305ktx,110
2762,2005_2,2005_2_pynewa89,275
2763,2005_2,2005_2_4jjd8hgn,226
2764,2005_2,2005_2_lbc7zd6m,18
2765,2005_2,2005_2_s42i76h3,91
2766,2005_2,2005_2_rjlaxt4z,34
2767,2005_2,2005_2_6dfp9x7p,235
2768,2005_2,2005_2_xf4jo8kq,121
2769,2005_2,2005_2_cfdlkkha,287
2770,2005_2,2005_2_q5noco6k,309
2771,2005_2,2005_2_hvexsg3m,267
2772,2005_2,2005_2_acjk7frc,69
2773,2005_2,2005_2_o46gj4r5,92
2774,2005_2,2005_2_xcz9klx3,147
2775,2005_2,2005_2_7sd8l0ic,246
2776,2005_2,2005_2_t78dwgnk,66
2777,2005_2,2005_2_2tyi9cxe,36
2778,2005_2,2005_2_vdowjgfa,313
2779,2005_2,2005_2_thx177g2,154
2780,2005_2,2005_2_2mywkh5t,89
2781,2005_2,2005_2_0keupm8m,198
2782,2005_2,2005_2_r1d42udp,346
2783,2005_2,2005_2_gss9oesw,135
2784,2005_2,2005_2_ydndm63z,187
2785,2005_2,2005_2_in20nwmr,133
2786,2005_2,2005_2_pwmy2vk4,201
2787,2005_2,2005_2_0hgrw6q0,231
2788,2005_2,2005_2_j16yp35k,296
2789,2005_2,2005_2_h3u9lukb,281
2790,2005_2,2005_2_eirvvun4,45
2791,2005_2,2005_2_ok6ohwc8,332
2792,2005_2,2005_2_rlsshjyp,212
2793,2005_2,2005_2_mum2nq70,179
2794,2005_2,2005_2_5xe838mt,79
2795,2005_2,2005_2_efdw0c40,170
2796,2005_2,2005_2_k7vslyw6,251
2797,2005_2,2005_2_44y8r99e,23
2798,2005_2,2005_2_dupledmj,144
2799,2005_2,2005_2_re308a3v,128
2800,2005_2,2005_2_e2kan14b,17
2801,2005_2,2005_2_deu4qsjd,324
2802,2005_2,2005_2_0sgbf60t,26
2803,2005_2,2005_2_2azcyof4,334
2804,2005_2,2005_2_pd3wnxle,56
2805,2005_2,2005_2_ubal4mai,192
2806,2005_2,2005_2_xfxy21fp,51
2807,2005_2,2005_2_b0c9wwq9,242
2808,2005_2,2005_2_8iz42p94,47
2809,2005_2,2005_2_64zlptm4,15
2810,2005_2,2005_2_38u3khhw,280
2811,2005_2,2005_2_qglvv6k1,102
2812,2005_2,2005_2_cyyoqlp5,271
2813,2005_2,2005_2_igyuswin,350
2814,2005_2,2005_2_etnpniku,307
2815,2005_2,2005_2_zdqvxl10,333
2816,2005_2,2005_2_b07kgu6o,88
2817,2005_2,2005_2_vde5njjt,288
2818,2005_2,2005_2_fo7zd5w0,349
2819,2005_2,2005_2_20oa1fh5,257
2820,2005_2,2005_2_bkse8omr,64
2821,2005_2,2005_2_1vgv2yec,263
2822,2005_2,2005_2_bjb3pmd1,42
2823,2005_2,2005_2_4lv7tdc5,119
2824,2005_2,2005_2_jl6h8esr,234
2825,2005_2,2005_2_qgcujpfn,124
2826,2005_2,2005_2_trkw9zzg,106
2827,2005_2,2005_2_lwu6kmob,290
2828,2005_2,2005_2_houwr0gp,27
2829,2005_2,2005_2_w5edu03a,259
2830,2005_2,2005_2_g667iip1,337
2831,2005_2,2005_2_02dudgm3,260
2832,2005_2,2005_2_2pmcn1ut,173
2833,2005_2,2005_2_blfp34lg,191
2834,2005_2,2005_2_el4i9yns,98
2835,2005_2,2005_2_gqml8fcg,323
2836,2005_2,2005_2_rua70g08,141
2837,2005_2,2005_2_rw95nfnj,241
2838,2005_2,2005_2_cmo9qpro,219
2839,2005_2,2005_2_f9tjzbfp,120
2840,2005_2,2005_2_41dqx8vs,293
2841,2005_2,2005_2_9fy7ttzb,319
2842,2005_2,2005_2_t7y6ohpb,210
2843,2005_2,2005_2_crxzu916,41
2844,2005_2,2005_2_9bhxsaqz,273
2845,2005_2,2005_2_j2ogfmh3,186
2846,2005_2,2005_2_woh0jjl6,252
2847,2005_2,2005_2_qp3tevur,225
2848,2005_2,2005_2_0voe1eqi,341
2849,2005_2,2005_2_9y2cylyv,221
2850,2005_2,2005_2_vvn46ccl,104
2851,2005_2,2005_2_k6i9op54,40
2852,2005_2,2005_2_slnw2dom,140
2853,2005_2,2005_2_7250sa0f,50
2854,2005_2,2005_2_hn1fbf57,82
2855,2005_2,2005_2_dj7xetn1,298
2856,2005_2,2005_2_p4iwks9d,227
2857,2005_2,2005_2_pl5200lv,132
2858,2005_2,2005_2_o23168zg,14
2859,2005_2,2005_2_pdrvsdde,83
2860,2005_2,2005_2_6ymdebln,43
2861,2005_2,2005_2_pdz4ovxs,159
2862,2005_2,2005_2_9bkrgstn,146
2863,2005_2,2005_2_yk1rf8ba,22
2864,2005_2,2005_2_ec72nrz9,278
2865,2005_2,2005_2_g1pwoqnc,81
2866,2005_2,2005_2_rsojow2z,167
2867,2005_2,2005_2_2kk9lt00,183
2868,2005_2,2005_2_f7oynkme,253
2869,2005_2,2005_2_aw3hzokk,46
2870,2005_2,2005_2_dmxqy5g3,228
2871,2005_2,2005_2_bjsc3s4c,67
2872,2005_2,2005_2_6r9ewpnq,58
2873,2005_2,2005_2_hlbe9fw6,137
2874,2005_2,2005_2_f6t9laj4,127
2875,2005_2,2005_2_j1z4gyp0,114
2876,2005_2,2005_2_85po9fxg,199
2877,2005_2,2005_2_358r8zxo,12
2878,2005_2,2005_2_s6rfgi0a,172
2879,2005_2,2005_2_4o5456nb,353
2880,2005_2,2005_2_71z1odfp,238
2881,2005_2,2005_2_cnzyi0dw,171
2882,2005_2,2005_2_1fw4oqmg,115
2883,2005_2,2005_2_zv6yw78c,116
2884,2005_2,2005_2_jdo6h3eq,330
2885,2005_2,2005_2_vbfbxp4n,185
2886,2005_2,2005_2_3qxuukm9,208
2887,2005_2,2005_2_t19b2xg4,38
2888,2005_2,2005_2_35rmjgbp,245
2889,2005_2,2005_2_i5col18y,151
2890,2005_2,2005_2_817dhjgp,68
2891,2005_2,2005_2_m57j5jdr,158
2892,2005_2,2005_2_xgr8zypp,138
2893,2005_2,2005_2_ymaut6bf,122
2894,2005_2,2005_2_kz7bkwsz,305
2895,2005_2,2005_2_685d25y0,256
2896,2005_2,2005_2_vnprebym,105
2897,2005_2,2005_2_4mjp03rq,325
2898,2005_2,2005_2_o1l15vxg,300
2899,2005_2,2005_2_9qkofxhk,178
2900,2005_2,2005_2_6deh3wnk,314
2901,2005_2,2005_2_xtk8ik3o,96
2902,2005_2,2005_2_j3hlen1k,321
2903,2005_2,2005_2_hbszuwf6,90
2904,2005_2,2005_2_bcpbjil9,103
2905,2005_2,2005_2_b9f96aw2,20
2906,2005_2,2005_2_9uj6rn0y,8
2907,2005_2,2005_2_7sl2k753,322
2908,2005_2,2005_2_ln2sorl1,123
2909,2005_2,2005_2_pckeu4kv,107
2910,2005_2,2005_2_m1sk4gye,77
2911,2005_2,2005_2_v7p2cggz,25
2912,2005_2,2005_2_my3r7yjk,317
2913,2005_2,2005_2_4p5mwgvo,149
2914,2005_2,2005_2_winwl5s8,340
2915,2005_2,2005_2_aapax06z,150
2916,2005_2,2005_2_xpgj1ssj,302
2917,2005_2,2005_2_s2urn11n,111
2918,2005_2,2005_2_c54h5v3d,4
2919,2005_2,2005_2_w2u8ooo2,202
2920,2005_2,2005_2_w1gh937r,197
2921,2005_2,2005_2_hlsncun6,247
2922,2005_2,2005_2_8ie46z5s,339
2923,2005_2,2005_2_4prxc4tr,84
2924,2005_2,2005_2_5ngddsgc,70
2925,2005_2,2005_2_8a11ybcz,357
2926,2005_2,2005_2_0zaet1n0,2
2927,2005_2,2005_2_y06p5bpb,97
2928,2005_2,2005_2_am8lllwd,160
2929,2005_2,2005_2_fuke0j2t,9
2930,2005_2,2005_2_zj5ok0mo,72
2931,2005_2,2005_2_p669yw5y,10
2932,2005_2,2005_2_4uii63sl,99
2933,2005_2,2005_2_zr08kw30,62
2934,2005_2,2005_2_tvvxqoro,5
2935,2005_2,2005_2_c7mfuyoz,351
2936,2005_2,2005_2_85mrago7,229
2937,2005_2,2005_2_fal5us39,6
2938,2005_2,2005_2_9b83qgb3,74
2939,2005_2,2005_2_7u2dmh0z,75
2940,2005_2,2005_2_49pvjl9n,335
2941,2005_2,2005_2_7red0c13,24
2942,2005_2,2005_2_rbqdr5hq,308
2943,2005_2,2005_2_0qsi0q3r,254
2944,2005_2,2005_2_72ewyz28,164
2945,2005_2,2005_2_03fl4p5l,118
2946,2005_2,2005_2_7jmuyv38,261
2947,2005_2,2005_2_6li16m01,320
2948,2005_2,2005_2_cjwlepv2,224
2949,2005_2,2005_2_wnjr5x18,304
2950,2005_2,2005_2_rn8u6err,223
2951,2005_2,2005_2_c1xy1535,283
2952,2005_2,2005_2_ky5qphzm,76
2953,2005_2,2005_2_ek18a4qk,248
2954,2005_2,2005_2_v2e0lgx7,297
2955,2005_2,2005_2_tm57tplt,143
2956,2005_2,2005_2_imzbnb2a,54
2957,2005_2,2005_2_xhtdgzxz,294
2958,2005_2,2005_2_g6d5jqc6,57
2959,2005_2,2005_2_i5zmqpus,30
2960,2005_2,2005_2_kimtitk8,316
2961,2005_2,2005_2_hlvjpmat,136
2962,2005_2,2005_2_1fq4xts3,188
2963,2005_2,2005_2_54jd1ggd,265
2964,2006_1,2006_1_ee2tnp91,323
2965,2006_1,2006_1_q9hzf0lo,134
2966,2006_1,2006_1_mt0to03f,224
2967,2006_1,2006_1_1e201pi0,143
2968,2006_1,2006_1_r8k7s619,231
2969,2006_1,2006_1_bv38sq64,233
2970,2006_1,2006_1_cde7zxnj,316
2971,2006_1,2006_1_yaqgg91g,360
2972,2006_1,2006_1_7wnf09jt,177
2973,2006_1,2006_1_z0flgbmf,328
2974,2006_1,2006_1_mqfmybjm,187
2975,2006_1,2006_1_lvvz8h98,213
2976,2006_1,2006_1_hpy7t4cr,230
2977,2006_1,2006_1_7nxdi8q3,258
2978,2006_1,2006_1_qr7e5w7l,165
2979,2006_1,2006_1_qskbnvet,79
2980,2006_1,2006_1_l24rtbds,164
2981,2006_1,2006_1_lc71hxpz,176
2982,2006_1,2006_1_2atjgzta,319
2983,2006_1,2006_1_u8dcty30,21
2984,2006_1,2006_1_vwemzgcd,150
2985,2006_1,2006_1_9nktttlg,32
2986,2006_1,2006_1_ibarts0z,162
2987,2006_1,2006_1_lshbybjs,361
2988,2006_1,2006_1_qrjygd4e,290
2989,2006_1,2006_1_5dgr8ank,308
2990,2006_1,2006_1_amx47pic,13
2991,2006_1,2006_1_4ltsgc8a,59
2992,2006_1,2006_1_hqcgu6ok,266
2993,2006_1,2006_1_hx8lyp2k,109
2994,2006_1,2006_1_jtkfw885,102
2995,2006_1,2006_1_uncbe3ob,28
2996,2006_1,2006_1_3zb3msqd,333
2997,2006_1,2006_1_e2lmxgrn,10
2998,2006_1,2006_1_4pf6k3jo,250
2999,2006_1,2006_1_uxa2turr,157
3000,2006_1,2006_1_poz5a5cq,185
3001,2006_1,2006_1_fd4m4xbk,252
3002,2006_1,2006_1_hmzcl511,88
3003,2006_1,2006_1_475ghkhn,115
3004,2006_1,2006_1_g7cz53gc,191
3005,2006_1,2006_1_g9wbedb2,275
3006,2006_1,2006_1_5zfgsft4,190
3007,2006_1,2006_1_uhfj0qkx,291
3008,2006_1,2006_1_aaoxbxky,84
3009,2006_1,2006_1_1rnqkdki,15
3010,2006_1,2006_1_890gz7i2,112
3011,2006_1,2006_1_9p7xx0wp,324
3012,2006_1,2006_1_mxlvwlwr,171
3013,2006_1,2006_1_won8ekvq,94
3014,2006_1,2006_1_tkxd3n4x,5
3015,2006_1,2006_1_altqk8ov,131
3016,2006_1,2006_1_h4yq4adw,17
3017,2006_1,2006_1_wguxmdgz,188
3018,2006_1,2006_1_a9zq6kli,6
3019,2006_1,2006_1_olcn92qt,355
3020,2006_1,2006_1_9cxte1sq,289
3021,2006_1,2006_1_fzp991fp,161
3022,2006_1,2006_1_ylc0u2qs,114
3023,2006_1,2006_1_h7sd73f4,306
3024,2006_1,2006_1_hm8mkv76,321
3025,2006_1,2006_1_gllz2gys,367
3026,2006_1,2006_1_bjidkoss,170
3027,2006_1,2006_1_thhf416f,366
3028,2006_1,2006_1_sev1a39e,205
3029,2006_1,2006_1_eh47rxlv,288
3030,2006_1,2006_1_zgcp05cr,268
3031,2006_1,2006_1_qn7whgv4,310
3032,2006_1,2006_1_ht1q7mog,195
3033,2006_1,2006_1_o43d72p6,217
3034,2006_1,2006_1_0s9bwouu,3
3035,2006_1,2006_1_2exyo672,270
3036,2006_1,2006_1_8jpyjxfr,125
3037,2006_1,2006_1_r6ce6tlz,160
3038,2006_1,2006_1_k6er5pfx,31
3039,2006_1,2006_1_8181dm9c,339
3040,2006_1,2006_1_o2qx5jvr,175
3041,2006_1,2006_1_ymuuwztb,122
3042,2006_1,2006_1_ra2ag9uw,186
3043,2006_1,2006_1_iyg0p501,63
3044,2006_1,2006_1_az7zwjpc,78
3045,2006_1,2006_1_6xcddm6j,93
3046,2006_1,2006_1_t58ijc1l,303
3047,2006_1,2006_1_hpxaaewz,151
3048,2006_1,2006_1_2d9gsj22,77
3049,2006_1,2006_1_4ieq4ibq,82
3050,2006_1,2006_1_33psk0v2,259
3051,2006_1,2006_1_xclkrrgx,204
3052,2006_1,2006_1_qsh2r7n8,147
3053,2006_1,2006_1_mm149q6w,106
3054,2006_1,2006_1_r88108to,97
3055,2006_1,2006_1_zrrij04c,223
3056,2006_1,2006_1_iizn3nkq,168
3057,2006_1,2006_1_e4m84itj,57
3058,2006_1,2006_1_l2li3z20,37
3059,2006_1,2006_1_94m5dssm,65
3060,2006_1,2006_1_w5kceci7,241
3061,2006_1,2006_1_koa37qw8,189
3062,2006_1,2006_1_8gc2l1ai,53
3063,2006_1,2006_1_5kcv1rav,110
3064,2006_1,2006_1_5b4nrkqf,283
3065,2006_1,2006_1_b2425ueu,70
3066,2006_1,2006_1_237970zf,276
3067,2006_1,2006_1_hyec6p0b,105
3068,2006_1,2006_1_3hb0f0lv,166
3069,2006_1,2006_1_wuisikbu,226
3070,2006_1,2006_1_z33x8mel,271
3071,2006_1,2006_1_jxicffxv,111
3072,2006_1,2006_1_dj4ddses,87
3073,2006_1,2006_1_vyg4xo2z,54
3074,2006_1,2006_1_310egv0n,9
3075,2006_1,2006_1_r99djcor,51
3076,2006_1,2006_1_7ia4zesy,120
3077,2006_1,2006_1_0bybdpoj,248
3078,2006_1,2006_1_3j8i7f9q,220
3079,2006_1,2006_1_3t6tetgg,67
3080,2006_1,2006_1_3kyb0c8m,113
3081,2006_1,2006_1_j49hbdop,180
3082,2006_1,2006_1_d58tax4l,277
3083,2006_1,2006_1_dq7fmbep,325
3084,2006_1,2006_1_9u9n2lja,200
3085,2006_1,2006_1_70pr2h0e,47
3086,2006_1,2006_1_7ww2sukz,362
3087,2006_1,2006_1_ehl85rh3,234
3088,2006_1,2006_1_9vx79wx4,7
3089,2006_1,2006_1_sbdbfaaz,330
3090,2006_1,2006_1_z35pstln,135
3091,2006_1,2006_1_u69jmm2z,8
3092,2006_1,2006_1_pcxknqr6,338
3093,2006_1,2006_1_ygd4skw5,14
3094,2006_1,2006_1_9xyvmq26,1
3095,2006_1,2006_1_32lihwj0,263
3096,2006_1,2006_1_bki9yj5j,262
3097,2006_1,2006_1_lz9z0xh0,357
3098,2006_1,2006_1_jz1qlo8s,39
3099,2006_1,2006_1_9ue29jn4,99
3100,2006_1,2006_1_z7odes35,249
3101,2006_1,2006_1_193pp7tu,237
3102,2006_1,2006_1_vd84mwa1,72
3103,2006_1,2006_1_h27ipx5m,320
3104,2006_1,2006_1_27q8fkcu,129
3105,2006_1,2006_1_sd198298,163
3106,2006_1,2006_1_x3rjjb9b,267
3107,2006_1,2006_1_zvyi08w5,364
3108,2006_1,2006_1_dnwfqa94,30
3109,2006_1,2006_1_2ws08raz,240
3110,2006_1,2006_1_tqxd755b,95
3111,2006_1,2006_1_yclz1y9q,346
3112,2006_1,2006_1_r8cd14z8,347
3113,2006_1,2006_1_i062lgu8,85
3114,2006_1,2006_1_4rturpr1,83
3115,2006_1,2006_1_i8ejmppk,313
3116,2006_1,2006_1_5renr0mw,229
3117,2006_1,2006_1_4vrjtya8,174
3118,2006_1,2006_1_9xyfz260,24
3119,2006_1,2006_1_s7yszn5z,254
3120,2006_1,2006_1_cfphqx9j,139
3121,2006_1,2006_1_fiqn9ybc,52
3122,2006_1,2006_1_gwi7ttos,133
3123,2006_1,2006_1_g18r8fiw,222
3124,2006_1,2006_1_bo8w4hca,138
3125,2006_1,2006_1_9ri55bcq,235
3126,2006_1,2006_1_ujmr0p1i,305
3127,2006_1,2006_1_a0fode4v,322
3128,2006_1,2006_1_5cbdsp0h,218
3129,2006_1,2006_1_bgioiu1m,16
3130,2006_1,2006_1_vfsmfmt0,244
3131,2006_1,2006_1_q2cs7bn8,236
3132,2006_1,2006_1_h7zeb1l1,309
3133,2006_1,2006_1_dlgtfppu,203
3134,2006_1,2006_1_646j7l94,292
3135,2006_1,2006_1_qtypdb78,350
3136,2006_1,2006_1_jkg6pkf6,104
3137,2006_1,2006_1_1dga9w0w,11
3138,2006_1,2006_1_hix1gzoz,74
3139,2006_1,2006_1_gicztsny,41
3140,2006_1,2006_1_owlqftu1,299
3141,2006_1,2006_1_l71f5ts9,255
3142,2006_1,2006_1_hfntq7nn,238
3143,2006_1,2006_1_qjfxdbb1,307
3144,2006_1,2006_1_efyyqnqm,124
3145,2006_1,2006_1_xqdhkp0z,247
3146,2006_1,2006_1_9bhst72z,119
3147,2006_1,2006_1_h8isq8uj,358
3148,2006_1,2006_1_1ezd91wf,22
3149,2006_1,2006_1_drwwyvd1,342
3150,2006_1,2006_1_8yfoamsu,121
3151,2006_1,2006_1_b7it2s20,148
3152,2006_1,2006_1_l9roa0gz,302
3153,2006_1,2006_1_6j37f9f1,227
3154,2006_1,2006_1_jxu8yy2n,103
3155,2006_1,2006_1_krl3kw1s,40
3156,2006_1,2006_1_0bmtoo3r,214
3157,2006_1,2006_1_ru9tfb3i,80
3158,2006_1,2006_1_90fpu2lb,68
3159,2006_1,2006_1_p5ffibsg,128
3160,2006_1,2006_1_6ylm079h,27
3161,2006_1,2006_1_h1tb0i1s,35
3162,2006_1,2006_1_ru1iu9yj,296
3163,2006_1,2006_1_r3zs548s,280
3164,2006_1,2006_1_s2f7c3qq,269
3165,2006_1,2006_1_o7ctqyg5,257
3166,2006_1,2006_1_5tdy3w0s,208
3167,2006_1,2006_1_opuahy0r,181
3168,2006_1,2006_1_ff5mj8qm,314
3169,2006_1,2006_1_rkuxvpg5,96
3170,2006_1,2006_1_l9r506jh,50
3171,2006_1,2006_1_rm4xc5pd,273
3172,2006_1,2006_1_o0q2wpxf,23
3173,2006_1,2006_1_skby1a26,38
3174,2006_1,2006_1_5yl6zlka,145
3175,2006_1,2006_1_g8jbzbm6,149
3176,2006_1,2006_1_wqh3y8x2,312
3177,2006_1,2006_1_7jd4bc3h,100
3178,2006_1,2006_1_o2rr2ge6,146
3179,2006_1,2006_1_wlbkbxm4,199
3180,2006_1,2006_1_zs57t8rk,245
3181,2006_1,2006_1_9utilx12,58
3182,2006_1,2006_1_c1fwdfdw,272
3183,2006_1,2006_1_kiovvcck,207
3184,2006_1,2006_1_n36imm00,274
3185,2006_1,2006_1_7xin32vj,155
3186,2006_1,2006_1_j6cktxlz,331
3187,2006_1,2006_1_wbtl5xwb,341
3188,2006_1,2006_1_620a676w,126
3189,2006_1,2006_1_25eme695,197
3190,2006_1,2006_1_rz59ac01,48
3191,2006_1,2006_1_wzx4c179,159
3192,2006_1,2006_1_ef4kzs08,256
3193,2006_1,2006_1_c20cioem,282
3194,2006_1,2006_1_bey71ntk,169
3195,2006_1,2006_1_4f1hd71e,107
3196,2006_1,2006_1_70kx0b2c,284
3197,2006_1,2006_1_6vzuiig2,69
3198,2006_1,2006_1_e7ujdjgl,287
3199,2006_1,2006_1_bac96rno,198
3200,2006_1,2006_1_8s7m09wz,242
3201,2006_1,2006_1_ipnrow8h,4
3202,2006_1,2006_1_n9rl59e1,92
3203,2006_1,2006_1_obcrsbho,301
3204,2006_1,2006_1_8p6ezo2e,221
3205,2006_1,2006_1_nfszpesd,183
3206,2006_1,2006_1_zv0d84p4,336
3207,2006_1,2006_1_z01eaaur,311
3208,2006_1,2006_1_d1nz4zlq,340
3209,2006_1,2006_1_hepwlmrh,56
3210,2006_1,2006_1_o8xmaxfs,142
3211,2006_1,2006_1_62hbeaqx,300
3212,2006_1,2006_1_w89zrt6b,18
3213,2006_1,2006_1_6y91zut0,62
3214,2006_1,2006_1_srh9vr6p,337
3215,2006_1,2006_1_yz5o19dg,353
3216,2006_1,2006_1_ys4h6n86,265
3217,2006_1,2006_1_4xkapir6,178
3218,2006_1,2006_1_f8mhgsgy,141
3219,2006_1,2006_1_wqlvx8jh,343
3220,2006_1,2006_1_l450nulo,172
3221,2006_1,2006_1_u32dsyxb,44
3222,2006_1,2006_1_2naghhui,317
3223,2006_1,2006_1_voiafe6j,194
3224,2006_1,2006_1_2o48yi5g,66
3225,2006_1,2006_1_li36kf54,46
3226,2006_1,2006_1_qh014m8g,118
3227,2006_1,2006_1_ntw71h6g,349
3228,2006_1,2006_1_gttpkda4,219
3229,2006_1,2006_1_04rinzo7,55
3230,2006_1,2006_1_dl5uysyb,108
3231,2006_1,2006_1_i06ifcff,209
3232,2006_1,2006_1_9ijj0eq3,20
3233,2006_1,2006_1_e57sfvv0,26
3234,2006_1,2006_1_h56uvjtt,196
3235,2006_1,2006_1_97gb4fe6,216
3236,2006_1,2006_1_711cuws1,173
3237,2006_1,2006_1_q3mei1ig,211
3238,2006_1,2006_1_ppka7c95,345
3239,2006_1,2006_1_l8v32fwc,206
3240,2006_1,2006_1_ugn1kuef,116
3241,2006_1,2006_1_7ae76fus,286
3242,2006_1,2006_1_rvz8kf9q,192
3243,2006_1,2006_1_n2elez0n,64
3244,2006_1,2006_1_8x40coih,334
3245,2006_1,2006_1_tjq8ghmz,86
3246,2006_1,2006_1_fz1al049,243
3247,2006_1,2006_1_h5urt6ah,225
3248,2006_1,2006_1_p9aqof1s,76
3249,2006_1,2006_1_w8f35dfg,304
3250,2006_1,2006_1_pdu2ucm5,294
3251,2006_1,2006_1_h4teoeb9,136
3252,2006_1,2006_1_eptxsq83,193
3253,2006_1,2006_1_fgy3217j,71
3254,2006_1,2006_1_cxun1be8,98
3255,2006_1,2006_1_ddulz8zt,201
3256,2006_1,2006_1_m2111yj2,212
3257,2006_1,2006_1_kvnozjef,61
3258,2006_1,2006_1_hu37rpuf,132
3259,2006_1,2006_1_jn0t8tnn,318
3260,2006_1,2006_1_mjll6h0d,90
3261,2006_1,2006_1_lsht57ag,335
3262,2006_1,2006_1_j9mekd0l,359
3263,2006_1,2006_1_zo9pem0w,127
3264,2006_1,2006_1_i10a9b95,182
3265,2006_1,2006_1_4flph6vg,253
3266,2006_1,2006_1_cvhld16z,140
3267,2006_1,2006_1_lit1tft1,354
3268,2006_1,2006_1_3fync4o5,130
3269,2006_1,2006_1_e759hpmw,329
3270,2006_1,2006_1_8rahuc9b,34
3271,2006_1,2006_1_ioh0yfqk,326
3272,2006_1,2006_1_sys9macu,49
3273,2006_1,2006_1_54nz0pib,298
3274,2006_1,2006_1_fej6zdn0,45
3275,2006_1,2006_1_vgiocy5i,293
3276,2006_1,2006_1_gzz1dd01,215
3277,2006_1,2006_1_lnwvotw6,73
3278,2006_1,2006_1_20585f9y,232
3279,2006_1,2006_1_usp2sxx5,279
3280,2006_1,2006_1_8yme7yvt,152
3281,2006_1,2006_1_36n4l1cq,42
3282,2006_1,2006_1_wkfzfsrw,261
3283,2006_1,2006_1_3fl5o211,344
3284,2006_1,2006_1_319ulgqe,43
3285,2006_1,2006_1_7pp0frm5,251
3286,2006_1,2006_1_4c8sdnw6,12
3287,2006_1,2006_1_txyauhwg,351
3288,2006_1,2006_1_60jqdzbw,228
3289,2006_1,2006_1_0jngomz2,363
3290,2006_1,2006_1_whi76qqb,29
3291,2006_1,2006_1_rg5x014r,36
3292,2006_1,2006_1_73j0hygs,260
3293,2006_1,2006_1_b8c42a6w,184
3294,2006_1,2006_1_cixg5sgf,33
3295,2006_1,2006_1_lg1fqx5s,167
3296,2006_1,2006_1_ira49aqy,89
3297,2006_1,2006_1_2bzvpav8,137
3298,2006_1,2006_1_dcf2br4j,202
3299,2006_1,2006_1_6aohpcsj,348
3300,2006_1,2006_1_08i2lrs8,352
3301,2006_1,2006_1_ngaesm7y,285
3302,2006_1,2006_1_gohb7gec,264
3303,2006_1,2006_1_jp7pskt2,315
3304,2006_1,2006_1_fi37vipn,91
3305,2006_1,2006_1_rjf9m1m3,156
3306,2006_1,2006_1_qe4sigku,281
3307,2006_1,2006_1_xqdot0yw,210
3308,2006_1,2006_1_x6l85lxn,144
3309,2006_1,2006_1_9z19v9f5,246
3310,2006_1,2006_1_rwnij91g,123
3311,2006_1,2006_1_ix644y90,278
3312,2006_1,2006_1_dmegyy2b,158
3313,2006_1,2006_1_k7nwbqqu,239
3314,2006_1,2006_1_sw66gm4q,356
3315,2006_1,2006_1_6zs6iea6,101
3316,2006_1,2006_1_pf8h4ub6,81
3317,2006_1,2006_1_qqm9x8mi,332
3318,2006_1,2006_1_3vbv7rw1,2
3319,2006_1,2006_1_1og6qx2m,365
3320,2006_1,2006_1_whh8c8ll,25
3321,2006_1,2006_1_82b1mx1m,153
3322,2006_1,2006_1_wpcg1yxj,297
3323,2006_1,2006_1_yq7wyfyj,179
3324,2006_1,2006_1_ovoovc6c,327
3325,2006_1,2006_1_ikl3ckd1,75
3326,2006_1,2006_1_7v2lddau,295
3327,2006_1,2006_1_363hxy5m,154
3328,2006_1,2006_1_ltg5mg7l,60
3329,2006_1,2006_1_pihf66ka,117
3330,2006_1,2006_1_9xbbpcha,19
3331,2006_2,2006_2_50olsk0x,213
3332,2006_2,2006_2_plsxl1zq,267
3333,2006_2,2006_2_57imuavh,42
3334,2006_2,2006_2_jkyktxl9,193
3335,2006_2,2006_2_fbg4ajf0,52
3336,2006_2,2006_2_wjht9vjp,220
3337,2006_2,2006_2_riu6ebbe,296
3338,2006_2,2006_2_mlkoykyb,300
3339,2006_2,2006_2_sf9ormet,134
3340,2006_2,2006_2_nt40salz,50
3341,2006_2,2006_2_947pau9q,272
3342,2006_2,2006_2_vz6dvp67,20
3343,2006_2,2006_2_wfset00i,274
3344,2006_2,2006_2_dzob4ksk,172
3345,2006_2,2006_2_jenlzcyj,94
3346,2006_2,2006_2_f2ubu36p,147
3347,2006_2,2006_2_92der7qr,51
3348,2006_2,2006_2_n5g97ckl,24
3349,2006_2,2006_2_ctoxtgpt,36
3350,2006_2,2006_2_mvf02a3p,332
3351,2006_2,2006_2_zm9b5wab,285
3352,2006_2,2006_2_z7k9e9xz,326
3353,2006_2,2006_2_2p7zquze,287
3354,2006_2,2006_2_pia4rzxv,277
3355,2006_2,2006_2_xr0bjz8n,53
3356,2006_2,2006_2_jhl1m2mx,201
3357,2006_2,2006_2_qp3vyxc6,157
3358,2006_2,2006_2_uv42mvw2,64
3359,2006_2,2006_2_egtpydk1,106
3360,2006_2,2006_2_o59quxd4,182
3361,2006_2,2006_2_g31ypxzy,97
3362,2006_2,2006_2_lzzfjsf6,179
3363,2006_2,2006_2_jqii5893,139
3364,2006_2,2006_2_hpwkw3nx,298
3365,2006_2,2006_2_cg2ppmdb,339
3366,2006_2,2006_2_0hwz9b9k,85
3367,2006_2,2006_2_v8md8alg,180
3368,2006_2,2006_2_nlkcbvp1,231
3369,2006_2,2006_2_5ocwui9w,187
3370,2006_2,2006_2_sqv49i31,74
3371,2006_2,2006_2_nenxa0h8,356
